艦船ID,図鑑番号,艦名,読み,艦種,改装前,改装後,改装Lv,改装弾薬,改装鋼材,改装設計図,カタパルト,耐久初期,耐久最大,耐久結婚,火力初期,火力最大,雷装初期,雷装最大,対空初期,対空最大,装甲初期,装甲最大,対潜初期最小,対潜初期最大,対潜最大,対潜155最小,対潜155最大,回避初期最小,回避初期最大,回避最大,回避155最小,回避155最大,索敵初期最小,索敵初期最大,索敵最大,索敵155最小,索敵155最大,運初期,運最大,速力,射程,レア,スロット数,搭載機数1,搭載機数2,搭載機数3,搭載機数4,搭載機数5,初期装備1,初期装備2,初期装備3,初期装備4,初期装備5,建造時間,解体燃料,解体弾薬,解体鋼材,解体ボーキ,改修火力,改修雷装,改修対空,改修装甲,ドロップ文章,図鑑文章,搭載燃料,搭載弾薬,ボイス,リソース名,画像バージョン,ボイスバージョン,母港ボイスバージョン
51,28,天龍,てんりゅう,3,0,213,20,200,150,0,0,23,35,27,11,39,18,59,8,39,7,29,18,18,59,82,82,35,35,69,88,88,7,7,19,25,25,17,49,10,2,3,2,0,0,0,0,0,4,37,-1,-1,-1,60,1,1,8,0,0,1,0,1,オレの名は天龍。<br>フフフ、怖いか？,天龍型１番艦、天龍だ。<br>駆逐艦を束ねて、殴り込みの水雷戦隊を率いるぜ。<br>相棒は、同型艦の龍田だ。<br>あいつ、ちゃんとやってるかな？ま、いいけどな。,25,20,0,vswgjojfoqdc,14,12,1
52,29,龍田,たつた,3,0,214,20,200,150,0,0,23,35,27,11,39,18,59,8,39,7,29,18,18,59,82,82,35,35,69,88,88,7,7,19,25,25,17,49,10,2,3,2,0,0,0,0,0,4,37,-1,-1,-1,60,1,1,8,0,0,1,0,1,初めまして、龍田だよ。<br>天龍ちゃんがご迷惑かけてないかなあ～。,軽巡洋艦、天龍型２番艦の龍田よ。<br>生まれは佐世保なの。<br>天龍ちゃんがみんなに迷惑かけてない？心配よね～。<br>え？私？私は潜水艦が、ちょっと鬼門だわ～。,25,20,0,qvqlfmytkmor,14,12,1
53,44,名取,なとり,3,0,221,20,200,200,0,0,26,39,30,14,39,24,79,13,49,10,29,20,20,59,81,81,37,37,69,87,87,8,8,39,56,56,10,49,10,2,2,2,1,1,0,0,0,4,-1,-1,-1,-1,60,2,2,10,0,0,1,0,1,名取といいます。<br>ご迷惑をおかけしないように、が、頑張ります。,長良型３番艦の名取です。<br>ちょっと古いモデルっていわれるけれど、高速軽巡洋艦として使い方はあるはず…<br>そ、そう、水雷戦隊には、ぜひ配属してくださいね。<br>が、頑張りますから！,25,25,0,bqwjdltjktls,5,3,1
54,46,川内,せんだい,3,0,222,20,200,200,0,0,26,39,30,14,49,24,89,13,59,11,29,20,20,69,96,96,38,38,79,102,102,8,8,39,56,56,12,49,10,2,4,2,1,1,0,0,0,4,25,-1,-1,-1,60,2,2,10,0,0,1,0,2,川内、参上。<br>夜戦なら任せておいて！,5500トン級の軽巡洋艦の最終タイプ、それが私、川内型よ。<br>熟成された軽巡の魅力、たっぷり教えてあげるから。<br>もちろん、夜戦でね！,25,25,0,nehcyhpiviue,7,7,1
55,47,神通,じんつう,3,0,223,20,200,200,0,0,26,39,30,14,39,24,79,13,49,11,29,20,20,69,96,96,38,38,69,86,86,8,8,39,56,56,10,49,10,2,1,2,1,1,0,0,0,4,-1,-1,-1,-1,60,2,2,10,0,0,1,0,1,あの……軽巡洋艦、神通です。<br>どうか、よろしくお願い致します……,神通です。近代化改装を受け、<br>第２水雷戦隊の旗艦を務めました。<br>コロンバンガラ島沖海戦では先頭に立って奮戦します。<br>でも、みんな私の事狙うんですもの…ひどいわ……。,25,25,0,icmlpbiditqy,8,8,1
56,48,那珂,なか,3,0,224,20,200,200,0,0,26,39,30,14,39,24,79,13,49,11,29,24,24,69,94,94,38,38,69,86,86,8,8,39,56,56,10,49,10,2,2,2,1,1,0,0,0,4,-1,-1,-1,-1,60,2,2,10,0,0,1,0,1,艦隊のアイドル、那珂（なか）ちゃんだよー！<br>よっろしくぅ！,第４水雷戦隊のセンターも務めた那珂だよ！<br>お仕事沢山入ってて、輸送船の護衛任務や、トラック島から南方への輸送任務とか…<br>…え、地方巡業じゃんって？ そんなことないしっ！,25,25,0,vopfxipptsrt,14,12,1
57,97,大井改,おおい,4,24,118,50,770,400,0,0,32,49,37,8,39,80,99,13,39,12,39,25,25,59,78,78,37,37,77,99,99,8,8,39,56,56,10,49,10,2,6,2,0,0,0,0,0,15,15,-1,-1,-1,75,2,6,9,0,0,4,0,1,重雷装艦として、生まれ変わった大井です。<br>お久しぶりです！,重雷装艦バージョンの大井です。<br>圧倒的な水雷戦力を期待されたけど、<br>出番がなかなかなかったの。<br>今度は活躍してみせるわ。見ていてね！,25,50,3,gonohkjynpmb,16,16,1
58,98,北上改,きたかみ,4,25,119,50,770,400,0,0,32,49,37,8,39,80,99,13,39,12,39,25,25,59,78,78,37,37,77,99,99,8,8,39,56,56,15,69,10,2,6,2,0,0,0,0,0,15,15,-1,-1,-1,75,2,6,9,0,0,4,0,1,新しい北上、それがアタシ。<br>酸素魚雷を満載して、ちょっと大人になったでしょ。,九三式酸素魚雷を満載、片舷20門、全40門の魚雷発射管を誇る、重雷装艦へと改装されたスーパー北上さまだよ。<br>その威力は圧倒的と言われていたけれど、活躍する機会が微妙になかったんだよね。ちぇっ。,25,50,3,jdqefjcpslli,14,14,1
59,52,古鷹,ふるたか,5,0,262,25,300,250,0,0,36,49,41,30,54,12,59,16,59,25,34,0,0,0,0,0,33,33,69,89,89,10,10,39,55,55,10,49,10,2,3,3,2,2,2,0,0,6,37,-1,-1,-1,60,2,2,10,1,2,1,0,2,古鷹と言います。<br>重巡洋艦のいいところ、たくさん知ってもらえると嬉しいです。,重巡洋艦、古鷹です。<br>三川提督率いる第８艦隊の一員として、第一次ソロモン海戦では敵艦多数を撃破したんですよ！<br>これが、重巡なんです！,35,50,0,sfbwblstvfmw,15,15,1
60,53,加古,かこ,5,0,263,25,300,250,0,0,36,49,41,30,49,12,49,16,49,25,34,0,0,0,0,0,33,33,59,73,73,10,10,39,55,55,10,49,10,2,1,3,2,2,2,0,0,6,-1,-1,-1,-1,60,2,2,10,1,2,1,0,2,古鷹型重巡の2番艦、加古ってんだ、よっろしくぅー！,古鷹型重巡洋艦の２番艦、加古だよぉ。<br>第一次ソロモン海戦で大活躍したんだからね！<br>あ、帰り道？ホント、行きはよいよい、帰りは怖い～ってね！,35,50,0,vkmjguonqcsg,13,13,1
61,54,青葉,あおば,5,0,264,25,300,250,0,0,37,49,42,30,54,12,59,16,59,26,37,0,0,0,0,0,33,33,69,89,89,11,11,39,54,54,20,69,10,2,3,3,2,2,2,0,0,6,37,-1,-1,-1,60,2,2,10,1,2,1,0,2,ども、恐縮です、青葉ですぅ！<br>一言お願いします！,青葉です。トラック諸島方面へ進出して、<br>中部太平洋作戦を支えました。<br>従軍作家さんも乗り込んで青葉のスタッフの仕事振りを取材したことも。最期の時は、呉の港で。<br>動かす油もなかったけど、青葉、頑張りました！,35,50,0,bhyiqjjifflp,4,4,1
62,55,妙高,みょうこう,5,0,265,25,450,300,0,0,44,60,50,40,59,24,59,16,64,32,49,0,0,0,0,0,34,34,69,88,88,12,12,39,54,54,10,49,10,2,4,3,2,2,2,0,0,6,25,-1,-1,-1,80,2,2,12,1,2,1,0,2,私、妙高型重巡洋艦、妙高と申します。<br>共に頑張りましょう。,ワシントン海軍軍縮条約下で建造された重巡洋艦です。<br>平賀譲氏設計による日本海軍の第一級の戦闘艦です。<br>現代の海上自衛隊のイージス艦にも、その名は受け継がれています。,40,65,0,grppcbegkphv,15,15,1
63,56,那智,なち,5,0,266,25,450,300,0,0,44,56,50,40,54,24,49,16,54,32,49,0,0,0,0,0,34,34,59,73,73,12,12,39,54,54,10,49,10,2,1,3,2,2,2,0,0,6,-1,-1,-1,-1,80,2,2,12,1,2,1,0,2,貴様が司令官か。<br>私は那智。よろしくお願いする。,生れは呉海軍工廠。妙高型重巡２番艦の私は、上海事変にも警備出動したぞ。<br>太平洋戦線では第五艦隊の旗艦として、暴れまわったさ。<br>敵艦載機？　ああ、あれは少し苦手だな。,40,65,0,wnkageqzigwd,14,14,1
64,57,足柄,あしがら,5,0,267,25,450,300,0,0,44,56,50,40,54,24,49,16,54,32,49,0,0,0,0,0,34,34,59,73,73,12,12,39,54,54,10,49,10,2,2,3,2,2,2,0,0,6,-1,-1,-1,-1,80,2,2,12,1,2,1,0,2,足柄よ。砲雷撃戦が得意なの。<br>ふふ、よろしくね。,私、足柄が英国の観艦式に参加した時のことよ。<br>まるで「飢えた狼のよう」と評価されたの。<br>当然よね！この精悍なボディ！<br>え？それは色気がないって嫌味じゃないかって？<br>そんなことあるわけ…ナイじゃない！,40,65,0,opprvckvhrkv,14,14,1
65,58,羽黒,はぐろ,5,0,268,25,450,300,0,0,44,56,50,40,54,24,49,16,54,32,49,0,0,0,0,0,34,34,59,73,73,12,12,39,54,54,10,49,10,2,1,3,2,2,2,0,0,6,-1,-1,-1,-1,80,2,2,12,1,2,1,0,2,羽黒です。妙高型重巡洋艦姉妹の末っ娘です。<br>あ、あの…ごめんなさいっ！,長崎で生まれたの。<br>スラバヤ沖海戦、珊瑚海海戦、ミッドウェー海戦、第二次ソロモン海戦、マリアナ海戦など数々の海戦に参加しました。<br>あの…頑張ります！,40,65,0,lvfswfzywnql,14,15,1
66,59,高雄,たかお,5,0,269,25,450,300,0,0,45,60,51,40,59,24,59,18,66,35,49,0,0,0,0,0,35,35,69,88,88,13,13,39,53,53,10,49,10,2,4,3,2,2,2,0,0,6,25,-1,-1,-1,85,2,2,12,1,2,1,0,2,こんにちは。高雄です。<br>貴方のような素敵な提督で良かったわ。,巡洋艦といえば、なんといっても、私、高雄型よね。<br>近藤中将麾下の第４戦隊に所属して、数々の海戦に参加しました。<br>激戦を戦い抜いて、最期はシンガポール防衛に努めたの。,40,65,1,eqpvjbnbjlhy,9,9,1
67,60,愛宕,あたご,5,0,270,25,450,300,0,0,45,60,51,40,54,24,59,18,56,35,49,0,0,0,0,0,35,35,59,72,72,13,13,39,53,53,10,49,10,2,4,3,2,2,2,0,0,6,25,-1,-1,-1,85,2,2,12,1,2,1,0,2,私は愛宕、提督、覚えてくださいね。,高雄型の２番艦、愛宕よ、うふふ。<br>呉海軍工廠で生まれたの。<br>バランスがとれた重武装ボディでしょ？<br>レイテ沖の決戦では、第一遊撃部隊の旗艦として出撃したんだけど……ま、そんなこともあるわよね。,40,65,1,aqpnbsizhjij,8,8,1
68,61,摩耶,まや,5,0,271,18,300,250,0,0,45,57,51,40,54,24,49,18,56,35,49,0,0,0,0,0,35,35,59,72,72,13,13,39,53,53,10,49,10,2,1,3,2,2,2,0,0,6,-1,-1,-1,-1,85,2,2,12,1,2,1,0,2,よ！アタシ、摩耶ってんだ、よろしくな。,高雄型重巡洋艦３番艦の摩耶さまだ。<br>生まれは神戸。南方作戦や激戦のソロモン海で暴れまくってやったぜ！<br>ああん？　レイテ？　んだよ、潜水艦って奴は苦手だよ。,40,65,0,gpshoozxgutk,17,19,1
69,62,鳥海,ちょうかい,5,0,272,25,450,300,0,0,45,57,51,40,54,24,49,18,56,35,49,0,0,0,0,0,35,35,59,72,72,13,13,39,53,53,10,49,10,2,1,3,2,2,2,0,0,6,-1,-1,-1,-1,85,2,2,12,1,2,1,0,2,私が鳥海です。よろしくです。,高雄型の４番艦、鳥海です。<br>マレー、ソロモン、マリアナ、レイテと数々の作戦に参加しました。<br>鳥海の名は、現在、海自のイージス護衛艦、その４番艦に受け継がれています。,40,65,0,qmmdyeprdqsu,18,20,1
70,51,最上,もがみ,5,0,73,10,70,210,0,0,41,59,47,40,59,18,69,20,59,31,59,0,0,0,0,0,35,35,69,88,88,14,14,39,53,53,10,49,10,2,4,3,2,2,2,0,0,5,25,-1,-1,-1,90,2,3,12,1,2,1,0,2,ボクが最上さ。<br>大丈夫、今度は衝突しないって。ホントだよ。,重巡洋艦、最上型のネームシップ、最上だよ。<br>三連主砲がいい感じでしょ？<br>そうそう、ボク、ちょっと他の艦とよくブツかっちゃう癖があるんだけど、なんでだろ？,40,65,1,lcmobkdeizph,7,5,1
71,63,利根,とね,5,0,273,25,450,300,0,0,44,62,50,32,59,24,59,20,67,36,59,0,0,0,0,0,36,36,69,87,87,20,20,59,81,81,10,49,10,2,4,3,3,3,3,0,0,6,25,-1,-1,-1,90,2,2,13,2,2,1,1,2,吾輩が利根である！<br>吾輩が艦隊に加わる以上、もう、索敵の心配はないぞ！,日本海軍が完成させた最後の重巡、<br>利根型の長女、利根だ。<br>真珠湾、そして痛恨のミッドウェーでも、艦隊の眼として縦横無尽の活躍なのじゃ。最期は呉鎮守府を守る浮き砲台として刀折れ矢尽きるまで戦ったぞ。,45,60,0,kmcllyhenjnk,11,11,1
72,64,筑摩,ちくま,5,0,274,25,450,300,0,0,44,62,50,32,59,24,59,20,67,36,59,0,0,0,0,0,36,36,69,87,87,20,20,59,81,81,10,49,10,2,4,3,3,3,3,0,0,6,25,-1,-1,-1,90,2,2,13,2,2,1,1,2,はじめまして、利根型２番艦、筑摩と申します。,筑摩です。<br>連装主砲４基を前甲板に集中させ、充実した索敵水偵を搭載した利根型重巡洋艦２番艦です。<br>生まれは長崎よ。利根姉さんと一緒に、あの南雲機動部隊の、大切な眼の役目を務めたの。,45,60,0,gcqjowlpkbde,11,11,1
73,101,最上改,もがみ,6,70,0,0,0,0,0,0,50,67,57,24,75,18,69,20,64,37,71,0,0,0,0,0,35,35,69,88,88,22,22,59,79,79,10,69,10,2,6,4,5,6,5,11,0,6,26,25,-1,-1,100,2,2,13,4,2,1,3,2,提督、また会ったね？最上だよ。<br>ボクの飛行甲板どう？似合ってる？,最上型重巡洋艦１番艦。<br>最上の後部主砲を全て取り払って、代わりに水上機を運用する航空甲板を設置した、航空巡洋艦だよ。<br>水上機母艦並の航空力と火力、どうよ！,50,55,3,ethdbrvnuznc,8,6,1
74,94,祥鳳,しょうほう,7,0,282,25,210,380,0,0,32,55,37,0,19,0,0,14,29,19,39,0,0,0,0,0,28,28,49,60,60,34,34,69,88,88,10,49,10,1,4,3,18,9,3,0,0,23,16,-1,-1,-1,160,2,2,13,4,0,0,2,2,軽空母、祥鳳です。<br>はい、ちょっと小柄ですけど、ぜひ提督の機動部隊に加えてくださいね！,祥鳳型航空母艦１番艦です。<br>元々は潜水母艦だったんです。<br>前衛艦隊や主力じゃない小艦隊に空母を配属するなら、ぜひ私を使ってね！運用によってはお役に立つはずです！,35,35,0,qihrkkfwekpo,18,16,1
75,65,飛鷹,ひよう,7,0,283,25,250,500,0,0,40,64,46,0,19,0,0,21,59,21,39,0,0,0,0,0,28,28,54,68,68,38,38,59,70,70,10,49,5,1,4,4,12,18,18,10,0,19,23,16,-1,-1,180,6,6,20,6,0,0,3,2,名前は出雲ま…じゃなかった、飛鷹です。<br>航空母艦よ。よろしくね、提督！,飛鷹よ。<br>北米航路用の新造客船「出雲丸」を建造途中で改装した商船改造空母なの。<br>でも、正規空母並の活躍を見せたんだから。ホントよ。,40,40,0,sdiauxhgyfkj,7,7,1
76,30,龍驤,りゅうじょう,7,0,281,25,220,400,0,0,31,54,36,0,19,0,0,16,29,17,39,0,0,0,0,0,27,27,44,53,53,34,34,69,88,88,10,49,10,1,4,3,9,24,5,0,0,19,16,-1,-1,-1,170,2,2,14,4,0,0,2,2,軽空母、龍驤や。独特なシルエットでしょ？<br>でも、艦載機を次々繰り出す、ちゃーんとした空母なんや。期待してや！,軽空母だけど、結構歴戦の空母なんよ、うち。<br>ああ、あの岩手沖での第四艦隊事件のこと？あれはきつかったー。<br>波浪で艦橋圧壊…いや、ホントありえへん。,35,35,0,iyondwbusgym,16,13,1
77,3,伊勢,いせ,9,0,82,10,150,500,0,0,74,89,82,74,89,0,0,28,79,70,89,0,0,0,0,0,22,22,49,64,64,10,10,36,50,50,15,69,5,3,5,4,3,3,3,3,0,7,4,25,-1,-1,270,9,18,37,3,4,0,1,4,超弩級戦艦、伊勢型の１番艦、伊勢。<br>参ります！,扶桑型戦艦を再設計した、強力な超弩級戦艦として完成しました。<br>戦艦、伊勢です。<br>主砲を多少とっちゃって、有名な航空戦艦モードに改造可能よ。楽しみね！,85,120,0,skgpomqtcedb,13,13,1
78,21,金剛,こんごう,8,0,209,25,600,400,0,0,63,79,70,63,89,0,0,24,69,52,69,0,0,0,0,0,30,30,59,75,75,13,13,39,53,53,12,49,10,3,5,3,3,3,3,0,0,7,11,37,-1,-1,240,10,14,33,3,3,0,1,3,英国で生まれた帰国子女の金剛デース。<br>ヨロシクオネガイシマース！,超弩級戦艦として建造技術導入を兼ねて英国ヴィッカース社で建造された、金剛デース！<br>太平洋戦域でも持前の高速力を活かして、大活躍デース！<br>期待してネ！,80,110,0,oygjwmgvcdyv,20,20,1
79,23,榛名,はるな,8,0,211,25,600,400,0,0,63,79,70,63,89,0,0,24,69,52,69,0,0,0,0,0,30,30,59,75,75,13,13,39,53,53,15,69,10,3,5,3,3,3,3,0,0,7,11,37,-1,-1,240,10,14,33,3,3,0,1,3,高速戦艦、榛名、着任しました。<br>あなたが提督なのね？　よろしくお願い致します。,高速の巡洋戦艦、榛名です。<br>国産の四一式36センチ砲を装備しました。<br>呉鎮守府の江田島で最後まで空を睨んで奮戦したわ。<br>高速戦艦四姉妹で最期まで、戦い抜いた榛名のこと、覚えていてね。,80,110,0,vzgrqylbwegp,16,16,1
80,1,長門,ながと,9,0,275,30,900,800,0,0,80,94,88,82,99,0,0,31,89,75,89,0,0,0,0,0,24,24,49,63,63,12,12,39,54,54,20,79,5,3,7,4,3,3,3,3,0,8,4,25,-1,-1,300,10,20,40,3,5,0,1,4,私が、戦艦長門だ。よろしく頼むぞ。<br>敵戦艦との殴り合いなら任せておけ。,八八艦隊計画の第一号艦として生まれた、長門型戦艦のネームシップ、長門だ。<br>大和型が就役するまで、連合艦隊旗艦も務めていたさ。<br>世界のビッグ７と云われてもいたな。,100,130,0,jnxoytktolbb,16,16,1
81,2,陸奥,むつ,9,0,276,30,900,800,0,0,80,94,88,82,99,0,0,31,89,75,89,0,0,0,0,0,24,24,49,63,63,12,12,39,54,54,3,39,5,3,7,4,3,3,3,3,0,8,4,25,-1,-1,300,10,20,40,3,5,0,1,4,長門型戦艦２番艦の陸奥よ。よろしくね。<br>あまり火遊びはしないでね…お願いよ。,長門型戦艦の２番艦として生まれた陸奥よ。<br>もちろん、世界のビッグ７の一艦になるわね。<br>え？主砲火薬庫爆発事故？<br>まあ、隠してもしょうがないわね。今度は大丈夫よ！,100,130,0,jkjqeleyhbus,11,9,1
82,102,伊勢改,いせ,10,77,0,0,0,0,0,0,77,89,85,63,83,0,0,45,92,74,92,0,0,0,0,0,36,36,77,100,100,24,24,60,80,80,30,79,5,3,6,4,11,11,11,14,0,7,26,-1,-1,-1,270,10,15,36,3,4,0,3,4,航空戦艦、伊勢です。<br>後部飛行甲板と、カタパルト２基で航空戦力を運用可能よ！,洋上航空戦力強化のために、主砲を一部外して、かわりに飛行甲板を設置、軽空母並の航空戦力を運用可能な航空戦艦、伊勢です。<br>海自の新鋭ＤＤＨにもその名は受け継がれているわ。,95,105,0,guwzhmxxnwol,14,14,1
83,6,赤城,あかぎ,11,0,277,30,300,700,0,0,69,79,76,0,39,0,0,32,69,28,54,0,0,0,0,0,28,28,49,60,60,44,44,69,83,83,12,49,10,1,6,4,18,18,27,10,0,20,23,16,-1,-1,270,8,12,30,7,0,0,5,3,航空母艦、赤城です。<br>空母機動部隊を編制するなら、私にお任せくださいませ。,航空母艦、赤城です。<br>空母機動部隊の主力として快進撃を支えます。<br>日頃鍛錬を積んだ自慢の艦載機との組み合わせは、無敵艦隊とも言われたんです。慢心…ですって？<br>ううん、そうかなあ……気をつけますね。,60,55,1,uswetrxvttms,17,15,1
84,7,加賀,かが,11,0,278,30,300,750,0,0,71,89,79,0,39,0,0,28,69,29,59,0,0,0,0,0,27,27,49,61,61,40,40,69,85,85,10,49,10,1,5,4,18,18,45,12,0,20,23,16,-1,-1,260,8,14,32,9,0,0,5,3,航空母艦、加賀です。<br>貴方が私の提督なの？　それなりに期待はしているわ。,私、加賀は、八八艦隊三番艦として建造されました。<br>様々な運命のいたずらもあって、最終的に大型航空母艦として完成しました。<br>赤城さんと共に、栄光の第一航空戦隊、その主力を担います。,60,55,1,oeimwwkynzlt,12,12,1
85,24,霧島,きりしま,8,0,212,25,600,400,0,0,63,79,70,63,89,0,0,24,69,52,69,0,0,0,0,0,30,30,59,75,75,13,13,39,53,53,10,49,10,3,5,3,3,3,3,0,0,7,11,37,-1,-1,240,10,14,33,3,3,0,1,3,マイク音量大丈夫…？チェック、1，2……。<br>よし。はじめまして、私、霧島です。,霧島です。姉妹艦の榛名には、頭脳は負けないわよ？<br>純国産高速戦艦として、奮戦するんだからっ！<br>現代の海自イージス艦にもその名は受け継がれたの。,80,110,0,icwowutxbvgh,14,16,1
86,22,比叡,ひえい,8,0,210,25,600,400,0,0,63,79,70,63,89,0,0,24,69,52,69,0,0,0,0,0,30,30,59,75,75,13,13,39,53,53,10,49,10,3,5,3,3,3,3,0,0,7,11,37,-1,-1,240,10,14,33,3,3,0,1,3,金剛お姉さまの妹分、比叡です。<br>経験を積んで、姉さまに少しでも近づきたいです。,井上提督も愛した巡洋戦艦、比叡です。<br>ぴかぴかに肌を磨いて、御召艦としても活躍したの。<br>大和型のテスト艦にもなったのよ、知ってた？<br>え？ソロモン海戦？そうよ、奮闘したわ！,80,110,0,bxzhnjffdppv,14,16,1
87,4,日向,ひゅうが,9,0,88,10,150,500,0,0,74,89,82,74,94,0,0,28,79,70,89,0,0,0,0,0,22,22,49,64,64,10,10,36,50,50,15,69,5,3,5,4,3,3,3,3,0,7,4,25,-1,-1,270,9,18,37,3,4,0,1,4,あなたが提督？ふうん。いいけど。<br>伊勢型戦艦２番艦、日向よ。一応覚えておいて。,伊勢型戦艦２番艦、日向。<br>ああ、そうだ、あの伊勢と一緒に航空戦艦になったんだ。<br>もともとは、私の砲塔の事故もあるんだけどな。<br>呉で朽ち果てる迄、戦うつもりだ。,85,120,0,cfqmhviykuup,20,20,1
